dict name,train,test
Loss,"[0.6213308437286995, 0.5717374938790041, 0.5629721174462238, 0.5568242047678954, 0.543229221336802]","[0.5824906797490084, 0.5700818066601521, 0.577889112252465, 0.557583528393973, 0.5431563686405507]"
Acc,"[0.6555922027868366, 0.7078824488585829, 0.7138767417729025, 0.7184905870145272, 0.723752964719834]","[0.6980499827049463, 0.7097673815288827, 0.7037573503977862, 0.7144370460048426, 0.7227819093739191]"
