dict name,train,test
Loss,"[0.5848618214442795, 0.5831761253974805, 0.5796131043798092, 0.5773485927965216, 0.5763753134403915, 0.575610565005189, 0.5748352315867616, 0.5738277163488376, 0.5721626365285266, 0.5671177465943876, 0.5600069036280751, 0.5494685646412919, 0.5285682574980062, 0.5045295440620753, 0.4853314820385742, 0.4727533684057881, 0.464272438828593, 0.45825042564643426, 0.45451611484658366, 0.45143778283272684, 0.44894485294030145, 0.44686801843060886, 0.44499690667117336, 0.44353098318036943, 0.44240181232387704, 0.44127031446072246, 0.44090509061911914, 0.43966901298122174, 0.43903461460209836, 0.43841809640179497, 0.43773943714210367, 0.43729182459792515, 0.436962030285628, 0.43647428943628247, 0.4357867753342366, 0.43573542351322664, 0.4355718879863415, 0.4353730301717352, 0.4347821393165437, 0.4344996212811414, 0.43442038808819383, 0.4339945453049115, 0.4336033666412519, 0.4334059438383007, 0.4331425285401059, 0.43315906017365446, 0.4325074458773851, 0.432404860539744, 0.4323861219279856, 0.4320164759141982, 0.43174795243343417, 0.43164374526528043, 0.43152002848491794, 0.4313449749216812, 0.43092340751911595, 0.4306171648241475, 0.4306366820035589, 0.43056512587986573, 0.4302771971594907, 0.43019137765718873, 0.4300996224211886, 0.4300254621546728, 0.42939251326862643, 0.4294465679626866, 0.42910819968051694, 0.4291777941578516, 0.42866491883862673, 0.4287583817354904, 0.42842536779544377, 0.42818807079809545, 0.4279872981079397, 0.427698660139042, 0.4277641933356713, 0.42766051968166274, 0.4273008944097262, 0.4272292189972588, 0.4270785013450067, 0.42680629419853067, 0.4264182342138224, 0.42617958794861227, 0.42607430649170847, 0.4257223907336579, 0.42540478201626747, 0.42484373302490813, 0.42465710865692025, 0.42463414129501753, 0.42422614376437023, 0.42438511033330095, 0.42388608009535417, 0.4245078807855035, 0.4236187113376945, 0.42358413196843747, 0.42372599527582744, 0.42341701800134346, 0.4232458046719814, 0.42361430992784255, 0.4230365936628406, 0.4230853301826441, 0.4226510877615455, 0.422565379709202, 0.42267210836152835, 0.4225164061160102, 0.4222123652214299, 0.4221232197950666, 0.42210766995416515, 0.42217967741993934, 0.42208397360116506, 0.4219771059525121, 0.4215796506804429, 0.42149808231579683, 0.4216633282225816, 0.42122260469050354, 0.4213831730042648, 0.4209508934768718, 0.42121883973411994, 0.42112994880248894, 0.4210458532253682, 0.4208690002974914, 0.4212651569366131, 0.4205934943567187, 0.4206070207439478, 0.4205140778366089, 0.4205085807133008, 0.4206583772458532, 0.42058126275249486, 0.4202339173095156, 0.4204668299211254, 0.4199940095396599, 0.4198845868756369, 0.42003018215206234, 0.4198814523105173, 0.4200453409960666, 0.420043100084723, 0.419650521577963, 0.4193314171043623, 0.4198442559927579, 0.4193455704770666, 0.41927678403159746, 0.41951367034031267, 0.41911718271421916, 0.4197089490171413, 0.41922349108637436, 0.4188506652344307, 0.41932913780608355, 0.41881817891594886, 0.4191152664625098, 0.41877269708189835, 0.41866523427245445, 0.4184181283652025, 0.41849269703871866, 0.4184716127218936, 0.4181372085335663, 0.4185679808322888, 0.4181965974244143, 0.41821824657203766, 0.4184738256128068, 0.41816646009919184, 0.4182808435337975, 0.4179928744152559, 0.41847634581348603, 0.418049393942149, 0.41832740265437407, 0.41781800013045955, 0.4177167405702004, 0.41780492898620863, 0.41810744894720786, 0.417481909458613, 0.41823050227201614, 0.4177122703838922, 0.4170729366871949, 0.41734847104453004, 0.4175659016759621, 0.4172943354342244, 0.4171948047185836, 0.4175840929200415, 0.41748837340561074, 0.4170954085006009, 0.4172533346095847, 0.41727679320024946, 0.41732647580194415, 0.41722048542797646, 0.41649505085957744, 0.4170659343238839, 0.41659604131216826, 0.4167732302847877, 0.4169710115830524, 0.4164994487480266, 0.41674847614345045, 0.41671953885895885, 0.4164711877495271, 0.4162496276177166, 0.41672053198539294, 0.41641742982278146, 0.41662092177023147, 0.41693318609599483, 0.41598876860999834, 0.41594810500783136, 0.4163970616783097, 0.4160792221255065, 0.41621334722024816]","[0.5846972190951242, 0.5818777167013722, 0.5778532736886044, 0.5756365398877268, 0.5755759219862941, 0.5753598074118437, 0.5756035624305037, 0.5747877702503428, 0.5695226077641726, 0.5765954682780113, 0.5573595032934369, 0.5443853892594834, 0.6386344634689072, 0.49912098462835935, 0.4802753138429112, 0.46491807272891256, 0.45890354820227514, 0.46534521770939186, 0.4565551794061619, 0.44963653570185985, 0.45145862738418835, 0.44936833423499717, 0.4483462886947281, 0.44324320641195486, 0.44999126651931665, 0.5371292961411362, 0.4414263069879135, 0.43981076521183443, 0.44483777098571203, 0.4474027767205785, 0.43812631308114064, 0.44025314685055994, 0.43795526491538445, 0.44848017559396464, 0.4379696513845744, 0.4386827929784622, 0.4437960558137263, 0.4384602817972773, 0.4375051708723281, 0.43604244587759133, 0.45306787816200345, 0.4357336234415174, 0.43811045012075134, 0.43710660860316636, 0.45692527621255535, 0.4353910759387354, 0.4365853178327285, 0.43758814527919165, 0.4371803510932212, 0.43427447475284503, 0.43416731531805935, 0.4373271597239495, 0.4334642978445449, 0.4348087573175467, 0.4590449163845703, 0.43654452188116055, 0.4320833320654859, 0.4338849375641655, 0.43190748448895955, 0.43162619402536667, 0.432463963411989, 0.42994088391307717, 0.4355497506205228, 0.43251383523195924, 0.4346454534090869, 0.43209438288398205, 0.4367431268651138, 0.43199572464936703, 0.43245664765091857, 0.44433940846761977, 0.4302078423308932, 0.43198899330106083, 0.4319935397085744, 0.43108565363161755, 0.43187910831460913, 0.43287671207311906, 0.4315022360372803, 0.43572806587904583, 0.431172842149191, 0.4295672747459218, 0.43157201052690025, 0.42934648187803665, 0.43147478017797036, 0.43002368024193144, 0.4330791168488428, 0.43049010872778726, 0.4281178133245195, 0.4276806247338105, 0.4300489308186005, 0.436147051307306, 0.4265913137105099, 0.4419420118058951, 0.4331118053991903, 0.42844570983131713, 0.44575645222225696, 0.4269715022091912, 0.42777228210009133, 0.43330064088914383, 0.42628821545332257, 0.42733152151221104, 0.42719913924490394, 0.4261216073078734, 0.4294748751810339, 0.42711531428593685, 0.4334053283032571, 0.43050157043704557, 0.44048551640264905, 0.4257460052876773, 0.4299082962077186, 0.42800886816479455, 0.4280483141988829, 0.4423692441003631, 0.4300636333389057, 0.42937174528117555, 0.42686658947024625, 0.42671850723943344, 0.42712999776537025, 0.42696683745748587, 0.4241558632240309, 0.42523289956632343, 0.42573321196955943, 0.4276888768163973, 0.4270322546985485, 0.43252933833508783, 0.4261719929339257, 0.42521166268356214, 0.4235407252717296, 0.42607028919066686, 0.42712833842173936, 0.42746476656233257, 0.42468648821389904, 0.4267771967276732, 0.4281097301160691, 0.42423096024473306, 0.4277903129848825, 0.42849994246456763, 0.42995793728135573, 0.42577183325786333, 0.4249024586100908, 0.42779130234368934, 0.43098001253832535, 0.425155879904398, 0.42652522719084496, 0.42863972230229475, 0.42527376077426515, 0.425039942128805, 0.42497211525482126, 0.4261040730713389, 0.42502527743850466, 0.425305925559177, 0.42485103533551405, 0.42820413539339497, 0.4263206244558967, 0.426777658947068, 0.4262299000033827, 0.42986448716964626, 0.4268847761911334, 0.4434172637694256, 0.4279353252970028, 0.42781203003501617, 0.42584716811163914, 0.42935819696107747, 0.4246725666395752, 0.42646821213301694, 0.43134588178841915, 0.42483555879360374, 0.432522192578785, 0.4239642297884259, 0.42873686979496306, 0.4275311944352671, 0.4260150020440306, 0.42537913659278737, 0.4258338825111331, 0.42705978629180935, 0.42728428776610033, 0.4243325927054785, 0.42423970747021755, 0.42457153647421886, 0.4286054382430504, 0.4256514878011764, 0.4257750861979055, 0.4280316370103753, 0.4280923307246419, 0.4318877124330594, 0.42461312563685993, 0.4260084782816648, 0.4300137300163323, 0.4269782464874534, 0.42726528000463493, 0.42728304060450956, 0.42674724620718685, 0.42360294394663994, 0.4254855432185427, 0.4247139076831311, 0.42617019254177896, 0.43001158048175914, 0.4245862245165832, 0.425363624954799, 0.42748394462158257, 0.4231870265777041]"
Acc,"[0.7266919007661438, 0.7267800681016661, 0.7284795695001824, 0.7314818192873647, 0.7323178888483521, 0.7326492764197982, 0.7331189955004256, 0.7336601605253558, 0.734350297944789, 0.7345479143864769, 0.7362018119907576, 0.7411923872066156, 0.7557354371883741, 0.7690532652316673, 0.7781861850905996, 0.786694332968503, 0.7935227410920589, 0.7972151282986745, 0.8005320442660829, 0.8022862702176821, 0.8041028213547368, 0.8053143621549312, 0.8060425027362277, 0.8064073330901131, 0.8073042077100815, 0.8079016174145689, 0.8079502614617536, 0.8084306214277028, 0.8087939316551137, 0.8093001337711297, 0.809181563906117, 0.8094719080627508, 0.8098747415784994, 0.8098747415784994, 0.8103322996473307, 0.8100814787790345, 0.810423507235802, 0.8103961449592606, 0.8105952815274231, 0.8106606469658275, 0.8110163565608659, 0.8113264623616685, 0.8113477441323118, 0.8112732579350602, 0.811633527909522, 0.8117156147391463, 0.8119694758603916, 0.8120363614252706, 0.8117566581539584, 0.8121822935668248, 0.8125972880943695, 0.8124878389882039, 0.8124756779764076, 0.8126884956828409, 0.8127432202359236, 0.8130122826219142, 0.8129651587012039, 0.8129377964246626, 0.8130442052778791, 0.813340629940411, 0.813608172199927, 0.8136218533381977, 0.8140961327982488, 0.8140991730511978, 0.8143241517694272, 0.8142375045603795, 0.8146494588349751, 0.8147923507235802, 0.8147269852851757, 0.8149899671652682, 0.8151784628481089, 0.8151875836069561, 0.8151799829745835, 0.8151343791803478, 0.8154581661194211, 0.8155873768697556, 0.8157044266082938, 0.8156086586403989, 0.8155417730755199, 0.8155098504195549, 0.81571658762009, 0.8157743524261218, 0.8160449349385869, 0.8165298552839596, 0.8166712270460902, 0.8162030280919372, 0.8170664599294661, 0.8165739389517208, 0.8171363857472942, 0.8166134622400584, 0.817261036118205, 0.8171470266326158, 0.8168445214641858, 0.8172321537151891, 0.8173659248449471, 0.8172564757387815, 0.8173568040861, 0.8174373707892497, 0.8175772224249057, 0.8175620211601605, 0.8174708135716892, 0.8179420527787912, 0.8177292350723581, 0.8180302201143135, 0.8179101301228262, 0.8178508451903198, 0.8181594308646479, 0.8181138270704122, 0.8180849446673963, 0.8182688799708135, 0.8181259880822085, 0.8185166605861608, 0.8184847379301958, 0.818363127812234, 0.8178934087316064, 0.8183008026267785, 0.8182734403502372, 0.8187188374072722, 0.8185957071628359, 0.8186352304511736, 0.8186458713364952, 0.8184543354007053, 0.8186641128541895, 0.8188146053751673, 0.8184832178037212, 0.8190654262434635, 0.8185485832421258, 0.818767481454457, 0.8189149337224857, 0.8187659613279825, 0.8191490331995622, 0.8186671531071386, 0.8188906116988933, 0.8190411042198711, 0.8192539219263043, 0.8186747537395112, 0.8190000608050589, 0.8190623859905144, 0.8189498966313997, 0.8192524017998297, 0.8188252462604889, 0.8192828043293202, 0.8194500182415176, 0.8193390490088776, 0.8193679314118935, 0.8194272163443999, 0.8196917183509668, 0.8195275446917184, 0.819636993797884, 0.8195153836799222, 0.8200276663018363, 0.8195913900036483, 0.8196354736714094, 0.819802687583607, 0.8196248327860878, 0.8194621792533139, 0.8199607807369573, 0.8196613158214764, 0.8202009607199319, 0.8195336251976164, 0.8201659978110178, 0.8198178888483522, 0.8199334184604159, 0.8201310349021038, 0.8201173537638331, 0.819643074303782, 0.8198999756779765, 0.8197783655600146, 0.8201447160403745, 0.82020704122583, 0.8203605739997568, 0.8201629575580688, 0.8201006323726134, 0.8204517815882282, 0.8202359236288459, 0.8200550285783778, 0.8202982488143014, 0.8204472212088045, 0.8203028091937249, 0.8203377721026389, 0.8205080262677855, 0.8207664477684543, 0.819936458713365, 0.8205217074060562, 0.8203028091937249, 0.820442660829381, 0.8206417973975435, 0.820305849446674, 0.8207482062507601, 0.8204700231059224, 0.8207983704244193, 0.8204913048765657, 0.8208333333333333, 0.8204669828529734, 0.8203240909643682, 0.8207892496655722, 0.8207862094126231, 0.8205338684178524, 0.821015748510276, 0.8210887145810531]","[0.7271472958401907, 0.7271472958401907, 0.7310063276772033, 0.7336948811077691, 0.7331486578514272, 0.7325847000737756, 0.7324853867544407, 0.7310808126667045, 0.7352945349299131, 0.7296478633448726, 0.7371353782418705, 0.7448569888201577, 0.6691944271040237, 0.7717425231258158, 0.7763251234322683, 0.7919634243232506, 0.7976987685148402, 0.7929636513251235, 0.7983868679416605, 0.8031219851313773, 0.8012314851597526, 0.8051259860393848, 0.805108251518075, 0.806629873446456, 0.8009016230633903, 0.7335565518415527, 0.8079741501617388, 0.808580670790534, 0.8073853640542534, 0.8050656886669315, 0.8084281539072697, 0.8080167130128824, 0.8096979456330514, 0.8026857159071562, 0.8091730038022814, 0.8069952045854378, 0.8048954372623575, 0.808676437205607, 0.8084600760456274, 0.8091765507065434, 0.8005753078712899, 0.8109748311673571, 0.8089814709721356, 0.8083430282049827, 0.7968794336303274, 0.810985471880143, 0.8104711707621588, 0.8090524090573747, 0.8076620225866863, 0.8101945122297259, 0.8114004596787924, 0.8106414221667329, 0.8116700244027013, 0.8104676238578968, 0.796379320129391, 0.8089743771636116, 0.8110918790080018, 0.8097298677714091, 0.8114075534873163, 0.8126312354576926, 0.8119856988820158, 0.8133583508313944, 0.8091056126213041, 0.8113259746892912, 0.8110954259122638, 0.8127553771068611, 0.8084529822371035, 0.8122694512229726, 0.8117090403495829, 0.80466488848533, 0.8135640712785881, 0.8109074399863799, 0.8106095000283753, 0.8133441632143465, 0.811872197945633, 0.812049543158731, 0.8123049202655922, 0.811166363997503, 0.8108613302309744, 0.8133938198740139, 0.8129752851711026, 0.8132058339481301, 0.8125567504681913, 0.8123829521593553, 0.8134080074910618, 0.8140854662050961, 0.813925855513308, 0.8142947335565518, 0.8128759718517677, 0.8107974859542592, 0.8149686453663243, 0.8063425742012371, 0.8127908461494807, 0.8146281425571761, 0.8036717552919812, 0.8142769990352421, 0.8141209352477158, 0.8130923330117473, 0.8156070881334772, 0.814812581578798, 0.8153020543669486, 0.8153800862607117, 0.8141102945349299, 0.8147451903978208, 0.8122304352760911, 0.8144862663866977, 0.8090524090573747, 0.8157915271550991, 0.8146884399296295, 0.815880199761648, 0.8151530843879462, 0.8080060723000965, 0.8135853527041598, 0.814457891152602, 0.8161639521026048, 0.8145749389932467, 0.8152772260371148, 0.8157773395380512, 0.8166995346461609, 0.81606463878327, 0.8157276828783837, 0.8153126950797344, 0.8156886669315022, 0.8114501163384598, 0.8150183020259917, 0.8169549117530219, 0.8165292832415867, 0.8157879802508371, 0.8152169286646614, 0.8155148686226661, 0.8165541115714204, 0.8152949605584247, 0.8144437035355542, 0.8160185290278644, 0.8140712785880484, 0.8154935871970944, 0.8130533170648658, 0.8150963339197549, 0.8166640656035412, 0.8148338630043698, 0.8137839793428295, 0.8160149821236026, 0.816511548720277, 0.8155006810056183, 0.8157879802508371, 0.8153942738777595, 0.81588374666591, 0.815975966176721, 0.8165328301458487, 0.815887293570172, 0.816504454911753, 0.8137130412575904, 0.815880199761648, 0.8152807729413768, 0.8166463310822314, 0.8130462232563419, 0.815968872368197, 0.804579762783043, 0.8156531978888826, 0.8145642982804608, 0.8157666988252653, 0.8140322626411668, 0.8165541115714204, 0.8153942738777595, 0.8134186482038477, 0.8163412973157028, 0.8117480562964644, 0.8167527382100902, 0.814099653822144, 0.8152204755689234, 0.8157844333465751, 0.8156851200272403, 0.8148054877702741, 0.8155113217184041, 0.8154439305374269, 0.8166427841779694, 0.8166569717950173, 0.8171677260087395, 0.8152914136541627, 0.815706401452812, 0.8159085749957438, 0.8141244821519777, 0.8144437035355542, 0.8126560637875262, 0.816596674422564, 0.8152523977072811, 0.8144295159185063, 0.8142734521309801, 0.8161213892514613, 0.815614181942001, 0.8157383235911696, 0.81606463878327, 0.8159298564213154, 0.8163625787412746, 0.8156957607400261, 0.8153020543669486, 0.8162668123262017, 0.8164831734861813, 0.8158624652403382, 0.8165257363373248]"
