dict name,train,test
Loss,"[0.693286294398445, 0.690967582580116, 0.6889598975845036, 0.6805918303185275, 0.6580849118412487, 0.6452063025374498, 0.637983574605887, 0.6338943328324055, 0.6307274689602237, 0.6293774809954422, 0.626648836562203, 0.6258124346652675, 0.6248379021084735, 0.6225489086604544, 0.622702801688796, 0.6217404622436752, 0.6204492108127664, 0.6195011403677719, 0.618080784988013, 0.6168257080920277, 0.6146823145183069, 0.6148405126295984, 0.6147569055624661, 0.612993241420814, 0.611134157841286, 0.6112484213496957, 0.6094208320247985, 0.6103421137002962, 0.609664500070115, 0.6079120978210417, 0.6060101793901551, 0.6046537487871118, 0.6048939639465913, 0.6039903844810195, 0.6029213795970593, 0.6020642189634224, 0.6012491542136386, 0.6002516864340693, 0.5998170088740096, 0.5979967940864819, 0.5960369987620248, 0.5938131850774563, 0.5914914758195953, 0.5892383973040278, 0.5861864292343694, 0.5841893688110369, 0.579716820861139, 0.5784658784312862, 0.5752351050531226, 0.5719480401141539, 0.5713752113755733, 0.5677574953833033, 0.5662993303987951, 0.563730549762055, 0.5613867737397197, 0.5598486270903359, 0.5583169189695683, 0.5558976701919048, 0.5546356054126389, 0.5528966278606464, 0.5498062120898376, 0.5479215498836267, 0.5456791564319579, 0.543206119850751, 0.541327990591526, 0.538347277213775, 0.5368550033752053, 0.5363040062643233, 0.5314862383381714, 0.531127203211543, 0.5274435246718072, 0.5248140484419843, 0.5217248854035187, 0.5198201840403416, 0.5169433143344664, 0.5161492046826179, 0.5148077487265543, 0.5123140064792501, 0.51133995022743, 0.5079096786840449, 0.506042179415032, 0.5022975957641999, 0.5041667514199776, 0.4997823275330048, 0.4980505190878397, 0.4966740883472893, 0.4944249815085814, 0.492935852990264, 0.49084162556137595, 0.4874763171676369, 0.4854115608576981, 0.4853688734066155, 0.4811328873777437, 0.47901460736073437, 0.4749329032760764, 0.47689354326945566, 0.4725969098804016, 0.47178297069308067, 0.46849649188123527, 0.4653252660045548, 0.45925295364022967, 0.45959704487569747, 0.45873944085120916, 0.45345457360177993, 0.45240601224617827, 0.44948274964496254, 0.4460088759143319, 0.4443463467445875, 0.44240270682891447, 0.43907459010000505, 0.43858418135445504, 0.43055603718976415]","[0.6926177781747861, 0.6910771344684892, 0.6871479153633118, 0.6708960337046947, 0.6624960904527042, 0.6448364987865918, 0.6414464867104672, 0.6423090179968212, 0.6399193262267444, 0.6422953609014965, 0.6413576027844101, 0.6342868187671734, 0.6323643319515718, 0.6311303081715273, 0.6333458932220108, 0.6314152836954842, 0.6302640395135515, 0.6312270771401624, 0.6309905814576067, 0.6315926127653155, 0.6370740925970798, 0.6357245322109925, 0.6270744963031676, 0.6314337804344379, 0.6279288009326491, 0.6311253282862405, 0.6266743226959888, 0.6420136775252305, 0.6221052829641849, 0.6250984475999657, 0.6220993935906639, 0.6296962952344782, 0.6233280083268053, 0.6216960426213013, 0.6273814802213261, 0.6307533227631615, 0.6638940243671337, 0.619977000531637, 0.6350846575159166, 0.6172370533458889, 0.618509766438769, 0.6153814043953187, 0.6189493802893493, 0.6131168349594291, 0.6114747150438942, 0.6086272061802447, 0.6140169468967037, 0.6053701085814586, 0.6060805589271089, 0.6030132129219257, 0.5975460554085051, 0.6003791482394768, 0.6093845942782031, 0.6044370252121654, 0.608621903669296, 0.607571234046999, 0.5908578053220279, 0.5928476513751472, 0.6005093709100038, 0.5891753689696392, 0.6060709796535472, 0.5948481572171053, 0.5848177109663892, 0.5815643913164321, 0.5861807679498775, 0.5862218711732162, 0.5825783852746503, 0.5804561072598315, 0.5849024706209699, 0.5728253322239552, 0.5793553164435757, 0.5917244960243503, 0.5790932119772252, 0.5672500334007459, 0.5760948070480177, 0.5862550931568775, 0.6047547988127917, 0.5644665679428726, 0.5690601118581576, 0.5752036308404058, 0.5730385515424941, 0.5680249164708786, 0.5926298660277907, 0.5594927838279141, 0.5630657164535174, 0.5674271009112191, 0.5909893345863869, 0.5552655722066346, 0.584668272950997, 0.5633821073764315, 0.5561821170720376, 0.5608251774812945, 0.5517039216227002, 0.5560343781900075, 0.5772928524141511, 0.580102322726614, 0.5904453473372592, 0.5583477725740522, 0.5651721166343324, 0.5559179182681773, 0.5522188840485696, 0.5643748513086595, 0.5652049547578726, 0.5618714013447365, 0.558271796675399, 0.5840368000790477, 0.5749300422353877, 0.5591742031327966, 0.5578086582504006, 0.5841998551170238, 0.544518229060082, 0.5455112422350794]"
Acc,"[0.5131448412698413, 0.5223214285714286, 0.5391865079365079, 0.5714285714285714, 0.6125992063492064, 0.6316964285714286, 0.6391369047619048, 0.6414930555555556, 0.6422371031746031, 0.6491815476190477, 0.6460813492063492, 0.6463293650793651, 0.6479414682539683, 0.6517857142857143, 0.6465773809523809, 0.6484375, 0.6506696428571429, 0.650421626984127, 0.6576140873015873, 0.6595982142857143, 0.6605902777777778, 0.6608382936507936, 0.6589781746031746, 0.6630704365079365, 0.6615823412698413, 0.666046626984127, 0.666046626984127, 0.6617063492063492, 0.6619543650793651, 0.667906746031746, 0.6664186507936508, 0.6682787698412699, 0.6693948412698413, 0.6701388888888888, 0.669890873015873, 0.6741071428571429, 0.6707589285714286, 0.6748511904761905, 0.6760912698412699, 0.6778273809523809, 0.6759672619047619, 0.6801835317460317, 0.6829117063492064, 0.6846478174603174, 0.6877480158730159, 0.6871279761904762, 0.6919642857142857, 0.691468253968254, 0.6915922619047619, 0.6956845238095238, 0.6982886904761905, 0.7036210317460317, 0.7020089285714286, 0.7018849206349206, 0.7027529761904762, 0.7064732142857143, 0.7094494047619048, 0.7142857142857143, 0.7123015873015873, 0.7152777777777778, 0.7172619047619048, 0.7181299603174603, 0.7223462301587301, 0.7243303571428571, 0.7255704365079365, 0.7275545634920635, 0.7269345238095238, 0.7287946428571429, 0.732390873015873, 0.7291666666666666, 0.7335069444444444, 0.7374751984126984, 0.7393353174603174, 0.7394593253968254, 0.7421875, 0.7430555555555556, 0.744171626984127, 0.7433035714285714, 0.7497519841269841, 0.7522321428571429, 0.7542162698412699, 0.7578125, 0.7503720238095238, 0.7522321428571429, 0.7601686507936508, 0.755828373015873, 0.7575644841269841, 0.7600446428571429, 0.7602926587301587, 0.7604166666666666, 0.7631448412698413, 0.7683531746031746, 0.7664930555555556, 0.7689732142857143, 0.7731894841269841, 0.7679811507936508, 0.7700892857142857, 0.7715773809523809, 0.7731894841269841, 0.7735615079365079, 0.7780257936507936, 0.7764136904761905, 0.7787698412698413, 0.7843501984126984, 0.7828621031746031, 0.7837301587301587, 0.7864583333333334, 0.785094246031746, 0.785218253968254, 0.7905505952380952, 0.7884424603174603, 0.7965029761904762]","[0.5101996527777778, 0.4967447916666667, 0.5431857638888888, 0.5894097222222222, 0.5944010416666666, 0.6345486111111112, 0.6338975694444444, 0.6336805555555556, 0.6356336805555556, 0.62890625, 0.6408420138888888, 0.6453993055555556, 0.6512586805555556, 0.646484375, 0.6447482638888888, 0.6453993055555556, 0.6430121527777778, 0.6440972222222222, 0.6447482638888888, 0.6447482638888888, 0.6410590277777778, 0.6475694444444444, 0.6553819444444444, 0.6490885416666666, 0.6408420138888888, 0.6532118055555556, 0.6436631944444444, 0.619140625, 0.6527777777777778, 0.6501736111111112, 0.65234375, 0.6417100694444444, 0.6482204861111112, 0.6497395833333334, 0.6577690972222222, 0.6369357638888888, 0.6412760416666666, 0.6625434027777778, 0.6614583333333334, 0.6636284722222222, 0.6540798611111112, 0.6657986111111112, 0.6629774305555556, 0.6701388888888888, 0.66796875, 0.6688368055555556, 0.6547309027777778, 0.6786024305555556, 0.673828125, 0.6733940972222222, 0.6831597222222222, 0.6762152777777778, 0.6707899305555556, 0.6781684027777778, 0.6801215277777778, 0.6759982638888888, 0.6892361111111112, 0.6940104166666666, 0.6833767361111112, 0.6948784722222222, 0.6831597222222222, 0.6901041666666666, 0.7007378472222222, 0.69921875, 0.6890190972222222, 0.689453125, 0.7003038194444444, 0.6966145833333334, 0.69140625, 0.7018229166666666, 0.7024739583333334, 0.6892361111111112, 0.697265625, 0.712890625, 0.7092013888888888, 0.6979166666666666, 0.693359375, 0.7039930555555556, 0.7063802083333334, 0.7068142361111112, 0.7016059027777778, 0.7098524305555556, 0.7000868055555556, 0.7078993055555556, 0.7055121527777778, 0.7076822916666666, 0.6966145833333334, 0.7157118055555556, 0.6959635416666666, 0.7107204861111112, 0.7144097222222222, 0.7150607638888888, 0.716796875, 0.720703125, 0.7178819444444444, 0.7083333333333334, 0.7020399305555556, 0.7174479166666666, 0.7189670138888888, 0.724609375, 0.7215711805555556, 0.7230902777777778, 0.71875, 0.7217881944444444, 0.7248263888888888, 0.7135416666666666, 0.7133246527777778, 0.7259114583333334, 0.724609375, 0.7115885416666666, 0.7315538194444444, 0.7326388888888888]"
