dict name,train,test
Loss,"[0.6929905727650355, 0.6926925821790417, 0.69220508290726, 0.6907587106945445, 0.6817862762409507, 0.6499353739243109, 0.6385213345578573, 0.633349920418656, 0.6324964528812945, 0.6309815575196905, 0.6287431890814049, 0.6278261012243993, 0.6273826576263002, 0.6271262824824713, 0.6259075627743619, 0.6264914229946229, 0.6253260701605418, 0.6254646235299341, 0.6243903213623658, 0.6243333575216312, 0.623899993994861, 0.6230600737830968, 0.6223294989865961, 0.6225641927094135, 0.6207985429509172, 0.6202018524836568, 0.619649441612577, 0.6188478376101522, 0.6178348388776038, 0.6164202392390631, 0.6158282667687796, 0.6148342695051027, 0.6134863944018929, 0.6121830104624183, 0.6104827740817395, 0.6076997472823245, 0.6062820583581925, 0.6026949912020304, 0.5992817504892072, 0.5952411457751561, 0.5920965568533222, 0.5896346627508552, 0.586034910453176, 0.5830920595856546, 0.5802082881186772, 0.5794770069782016, 0.5769880970994246, 0.5743798870050791, 0.572627857197257, 0.5707088732024999, 0.568396504440354, 0.5659625603736026, 0.5644497924927369, 0.5623381149421618, 0.5620907017328207, 0.5583640100597178, 0.5591085456673381, 0.5550735778455596, 0.5543095929530061, 0.5518229195793856, 0.5509567463571585, 0.5496940583714004, 0.5469721007260304, 0.5471012946471427, 0.5436946368911891, 0.5422355756742283, 0.541949098231723, 0.5412529698274668, 0.5386143710717414, 0.5375278795951779, 0.5348314709455064, 0.5341511604276675, 0.5310363770399279, 0.5314483924398145, 0.5301680050139288, 0.530025361897876, 0.5268884276302116, 0.5272851365283855, 0.5248608840611374, 0.5240642051962973, 0.5221269359287707, 0.5215947549609304, 0.5175324729056034, 0.5191559334403103, 0.5157495817657813, 0.5148872011494868, 0.5147531026775397, 0.5122348454102729, 0.510243545978972, 0.5097225632482362, 0.5062443140641, 0.506319079945967, 0.5032426621150045, 0.5012207460345574, 0.5003822143506078]","[0.6906666638613758, 0.6905182401002463, 0.6898864723489446, 0.6873651259278847, 0.6674947753043498, 0.6479327260121955, 0.6494721609783375, 0.627893207304306, 0.6296438362196846, 0.6397627755747003, 0.6281771270147825, 0.6320341798776792, 0.6270667467897726, 0.6277670900447894, 0.6325034536421299, 0.6282787046316317, 0.6260932657678249, 0.6280870838185488, 0.6254912408226627, 0.6271787995630401, 0.6260375923777031, 0.624792700071456, 0.6255912864928024, 0.6238779186571048, 0.6237916622374018, 0.6246454391439082, 0.6260860390014062, 0.6229509749781277, 0.6225904484105818, 0.6334354048626403, 0.6221500573521953, 0.6205932246110702, 0.6211601776591802, 0.6226604521779691, 0.6183756572967869, 0.6317837961649491, 0.613787157195857, 0.6093971487134695, 0.6276197536453857, 0.6071411865053036, 0.6084245687066498, 0.6060506763946959, 0.6010563376091295, 0.6131749686942893, 0.6011702592153165, 0.5953410734690852, 0.5962877016830243, 0.590177374295259, 0.6066757145511397, 0.5903236333343942, 0.5932050649708105, 0.5968307284859278, 0.5887585768760261, 0.605093604670364, 0.5869558448950618, 0.5940992942648167, 0.5846170330656913, 0.5955159717949771, 0.5878370073197757, 0.6059751112140336, 0.584346073436535, 0.5917138197932834, 0.5836959820935281, 0.5864054585491323, 0.5902491279514664, 0.5882542072337563, 0.5896979323130543, 0.5878288121420449, 0.581100486193673, 0.5919213616241843, 0.5858804486313108, 0.5870255905566579, 0.5853905192244861, 0.5840579777324604, 0.5831900253639383, 0.5848308633192111, 0.5807776954972138, 0.5842452610574537, 0.5867057575133897, 0.581867774980048, 0.591893193461948, 0.5758297591896381, 0.5931712151583979, 0.5831856902373039, 0.5858110389577509, 0.5767545804113023, 0.5787559388047557, 0.598548937708897, 0.5843127102670023, 0.5993753574914852, 0.5826554340957585, 0.5900050477456238, 0.5810172375228445, 0.5817962851864681, 0.5803511090908137]"
Acc,"[0.504490291262136, 0.5111650485436893, 0.5115291262135923, 0.5300970873786408, 0.5737864077669903, 0.6157766990291262, 0.6339805825242718, 0.6451456310679612, 0.6449029126213592, 0.6485436893203883, 0.6561893203883495, 0.6516990291262136, 0.65, 0.6530339805825243, 0.653883495145631, 0.6544902912621359, 0.6588592233009709, 0.658131067961165, 0.6569174757281553, 0.6609223300970873, 0.6595873786407767, 0.6669902912621359, 0.6632281553398058, 0.6644417475728155, 0.6650485436893204, 0.6603155339805825, 0.6673543689320388, 0.6695388349514563, 0.6683252427184466, 0.6740291262135922, 0.6716019417475728, 0.6678398058252427, 0.670873786407767, 0.675121359223301, 0.6722087378640776, 0.6745145631067961, 0.6746359223300971, 0.675121359223301, 0.6763349514563107, 0.6802184466019418, 0.679126213592233, 0.6815533980582524, 0.6807038834951457, 0.6826456310679612, 0.6868932038834952, 0.6848300970873786, 0.691383495145631, 0.6882281553398059, 0.6879854368932039, 0.6900485436893203, 0.6929611650485437, 0.6963592233009709, 0.6966019417475728, 0.6966019417475728, 0.6962378640776699, 0.6979368932038835, 0.699878640776699, 0.6964805825242718, 0.7007281553398058, 0.7047330097087379, 0.700121359223301, 0.7013349514563106, 0.7059466019417475, 0.7037621359223301, 0.7092233009708738, 0.7100728155339806, 0.7118932038834952, 0.7137135922330097, 0.7152912621359223, 0.7122572815533981, 0.7161407766990291, 0.7222087378640777, 0.7233009708737864, 0.7217233009708738, 0.7266990291262136, 0.7233009708737864, 0.725, 0.7258495145631068, 0.7314320388349514, 0.7268203883495146, 0.733495145631068, 0.7309466019417475, 0.7358009708737864, 0.7336165048543689, 0.7367718446601942, 0.7391990291262136, 0.7391990291262136, 0.7408980582524272, 0.737742718446602, 0.7401699029126214, 0.7452669902912621, 0.7474514563106797, 0.7453883495145631, 0.7521844660194175, 0.7480582524271845]","[0.5040254237288135, 0.5156779661016949, 0.5167372881355933, 0.5508474576271186, 0.5938559322033898, 0.6163135593220339, 0.6192796610169492, 0.648728813559322, 0.6463983050847457, 0.6277542372881356, 0.648728813559322, 0.6434322033898305, 0.6561440677966102, 0.6504237288135594, 0.6427966101694915, 0.6474576271186441, 0.6593220338983051, 0.6489406779661017, 0.6567796610169492, 0.6546610169491526, 0.6540254237288136, 0.6580508474576271, 0.6593220338983051, 0.6588983050847458, 0.6603813559322034, 0.6491525423728813, 0.6580508474576271, 0.6597457627118644, 0.6603813559322034, 0.6425847457627119, 0.6610169491525424, 0.6610169491525424, 0.6612288135593221, 0.6591101694915255, 0.6680084745762712, 0.6540254237288136, 0.6675847457627119, 0.6699152542372881, 0.6536016949152542, 0.6694915254237288, 0.6635593220338983, 0.6684322033898306, 0.673728813559322, 0.6675847457627119, 0.6711864406779661, 0.6724576271186441, 0.6697033898305085, 0.6838983050847458, 0.6690677966101695, 0.6745762711864407, 0.6656779661016949, 0.6682203389830509, 0.6811440677966102, 0.6697033898305085, 0.6792372881355933, 0.6739406779661017, 0.6794491525423729, 0.6766949152542373, 0.6834745762711865, 0.6444915254237288, 0.6758474576271186, 0.6777542372881356, 0.6792372881355933, 0.6826271186440678, 0.6741525423728814, 0.6786016949152542, 0.6824152542372881, 0.6875, 0.6898305084745763, 0.684322033898305, 0.6875, 0.6879237288135593, 0.6879237288135593, 0.6887711864406779, 0.6955508474576271, 0.686864406779661, 0.6902542372881356, 0.6934322033898305, 0.6951271186440678, 0.6930084745762712, 0.6889830508474576, 0.6985169491525424, 0.688135593220339, 0.6834745762711865, 0.6894067796610169, 0.6976694915254237, 0.6936440677966101, 0.686864406779661, 0.6934322033898305, 0.6904661016949153, 0.699364406779661, 0.7023305084745762, 0.6963983050847458, 0.698728813559322, 0.7016949152542373]"
