dict name,train,test
Loss,"[0.6931785998958172, 0.692172992568795, 0.6921499731959683, 0.6921389341944515, 0.6918365154083412, 0.6919031044781798, 0.6916935442550347, 0.6911787898823767, 0.6894490280511356, 0.6859748822775218, 0.6739718705710798, 0.6633244478614023, 0.659105027717824, 0.6555241131398938, 0.6533653017760503, 0.6521904198249968, 0.650534588216555, 0.650391328231533, 0.649336682319051, 0.6488567440964208, 0.6480109740454372, 0.646864086846904, 0.6475524465783988, 0.6463777258106977, 0.6454121723623559, 0.6445674055136076, 0.6447074949003683, 0.6434016429109148, 0.6425329545494354, 0.6419136706260171, 0.640658518922801, 0.640129852486719, 0.6393141589394891, 0.6383295248493109, 0.6375220901157597, 0.6344168912213628, 0.6323217147205136, 0.6302996218204499]","[0.6905053475658992, 0.6912424045012278, 0.6902079387957868, 0.6904452791289268, 0.6903456024645109, 0.6904688653339565, 0.6903965969321844, 0.6892696241090867, 0.6876949921224563, 0.6821514630503308, 0.6764125100443313, 0.6735802021741248, 0.6616663710185194, 0.6697530162530374, 0.6625168338469568, 0.6806938251203319, 0.6572419596790855, 0.6583918632236938, 0.656812255099983, 0.659113922108055, 0.656955259997127, 0.6619134680867504, 0.6575105629577769, 0.6547472307323172, 0.6569869932702462, 0.6539219457810829, 0.6566278184393491, 0.6549225864113408, 0.6529448896543377, 0.6526173960842888, 0.6509684841035766, 0.6498382013213779, 0.6517298634979345, 0.6507727122353228, 0.6489240731463919, 0.6485739974079454, 0.6512173575616625, 0.6393743285258336]"
Acc,"[0.507549504950495, 0.5153465346534654, 0.5094059405940594, 0.5101485148514852, 0.5123762376237624, 0.510519801980198, 0.5164603960396039, 0.5153465346534654, 0.5356435643564357, 0.5560643564356436, 0.5806930693069307, 0.5965346534653465, 0.6142326732673268, 0.6146039603960396, 0.6129950495049505, 0.6167079207920793, 0.6207920792079208, 0.6186881188118812, 0.6181930693069307, 0.6231435643564357, 0.6222772277227723, 0.6251237623762376, 0.6277227722772277, 0.6257425742574257, 0.6256188118811881, 0.6252475247524752, 0.6282178217821782, 0.6282178217821782, 0.62759900990099, 0.629579207920792, 0.630569306930693, 0.628589108910891, 0.6300742574257425, 0.6287128712871287, 0.6271039603960396, 0.6310643564356435, 0.6344059405940594, 0.6301980198019802]","[0.5218425605536332, 0.4835640138408305, 0.5218425605536332, 0.5218425605536332, 0.5218425605536332, 0.5214100346020761, 0.5423875432525952, 0.5211937716262975, 0.5389273356401384, 0.5692041522491349, 0.5698529411764706, 0.5726643598615917, 0.601643598615917, 0.5873702422145328, 0.5945069204152249, 0.5705017301038062, 0.6120242214532872, 0.6105103806228374, 0.6126730103806228, 0.6102941176470589, 0.6076989619377162, 0.5947231833910035, 0.6105103806228374, 0.6122404844290658, 0.610726643598616, 0.6079152249134948, 0.6085640138408305, 0.6079152249134948, 0.6113754325259516, 0.6120242214532872, 0.6120242214532872, 0.6040224913494809, 0.6027249134948097, 0.6061851211072664, 0.6020761245674741, 0.6074826989619377, 0.5942906574394463, 0.6185121107266436]"
