dict name,train,test
Loss,"[0.6886390046199121, 0.6860024542499357, 0.6781078164316636, 0.6561394303169666, 0.6320994933737972, 0.6192505828525073, 0.6132182501442344, 0.610344919006257, 0.6079663063928082, 0.6058291308969074, 0.604860199665701, 0.6011753133081844, 0.5995121185208928, 0.598401529319476, 0.5933274732139775, 0.5901336337046663, 0.5873574821235856, 0.5838631713635088, 0.5805422668877733, 0.5765367809551422, 0.5744414007806232, 0.5689595173269882, 0.5664935509118556, 0.564188089492787, 0.5594945869751259, 0.5574927388490981, 0.5541075006506857, 0.5506096158618119, 0.5474960115697552, 0.5434622780077175, 0.5409241603908135, 0.5382132728094247, 0.5349907513529744, 0.5312982859117078, 0.5295629187287635, 0.5249791296195092, 0.5224693206036289, 0.5191522621261169, 0.5158648151795916, 0.5116474055326902, 0.5106922789106993, 0.5081019731792243, 0.5044577206812195, 0.5034794196827248, 0.4989097873465373, 0.49637167449370645, 0.49487549605587666, 0.49137891876838496, 0.4893730359322347, 0.48643502142288086, 0.4842531147476851, 0.48143695333581454, 0.47745191502208645, 0.475171213783711, 0.4739346900410764, 0.470333394065902, 0.4685405294048811, 0.466124622433944, 0.4643305902971485, 0.459921213842758, 0.4589730211980873, 0.4568929726368285, 0.45489094757984183, 0.4529040389163749, 0.4493206512655389, 0.44786733052385447, 0.4463171503446578, 0.4409694328667933, 0.43767595047948266, 0.4364669623198046, 0.4318479255786681, 0.42997753595170446, 0.42642343112436004, 0.42557192031146956, 0.42118667171814955, 0.4156928501496568, 0.4154528698490898, 0.41037306908262494, 0.4054881142076732, 0.4016733868144406, 0.4009085780400744, 0.3966133089701252, 0.39443185576382955, 0.3900969433840248, 0.38540450676795474, 0.3824100833726958, 0.3804450390662944, 0.37749480204695446, 0.37470630006651684, 0.3717037525585622, 0.3662898654695174, 0.3646263537188825, 0.3627890604625605, 0.35955669009078317, 0.358920802290623, 0.3545702732121669, 0.3518720193700226, 0.35039488476335134, 0.34715849322435327, 0.3457970915888891, 0.34262011896164435, 0.33968270987876364, 0.3382686706194015, 0.33440900720431316, 0.3316762560122722, 0.33373892855813064, 0.33002984372941535]","[0.6856382123448632, 0.6816210701113398, 0.6681772704151544, 0.6422934492745183, 0.6238707479699092, 0.6149498856203123, 0.6172259277105332, 0.6126056456498125, 0.6150788515128872, 0.616724613241174, 0.6066158571974798, 0.62203074619174, 0.6030094908313318, 0.5979143846035003, 0.6051800000193445, 0.5959087520160459, 0.600027607489716, 0.6098897011036223, 0.5843179840933193, 0.578975526473739, 0.5800892774760723, 0.5747904080084779, 0.5757404640316963, 0.5725225973400203, 0.5660987198217349, 0.5781941989877007, 0.5664554590393196, 0.5628231285783377, 0.5758092959225177, 0.5575387403233485, 0.5568475747785785, 0.5622428595477884, 0.5517517445575107, 0.5588224648277867, 0.5509922357580879, 0.545236138836904, 0.5445874998515302, 0.5497233269431374, 0.5449136676707051, 0.5340250000764023, 0.5467578955638138, 0.5437802308391441, 0.536592940498482, 0.530617732019587, 0.5267001550373706, 0.5360661191222342, 0.5395486003566872, 0.5307677293636582, 0.5287959510020235, 0.5345478222248229, 0.5255009585144845, 0.5199411782249809, 0.546311520432884, 0.5240313857251948, 0.5266753987290642, 0.5732741509784351, 0.5300708449293267, 0.5141075506399978, 0.5102855517376553, 0.5199937143650922, 0.5218761570277539, 0.5116879930414937, 0.5153869004886259, 0.5061251717331735, 0.5344860778884454, 0.5150167367675088, 0.5081892395290462, 0.5071845229918307, 0.5063004940223288, 0.497633835429495, 0.5264455511488698, 0.5318531399728222, 0.5222083932974122, 0.5103687863051891, 0.5329849755357612, 0.5053085653212938, 0.4901325921003114, 0.5139721519974145, 0.4968693136017431, 0.49686410309238865, 0.48847485374320637, 0.4796268568526615, 0.48480630099434746, 0.4926271218061447, 0.5096567598391663, 0.491456513824788, 0.4920260192995722, 0.4745031942156228, 0.47187563484703954, 0.47516258295286784, 0.49652022915807636, 0.4932456346262585, 0.4726747618615627, 0.4893788528577848, 0.4749890734390779, 0.47531165586276486, 0.4749290908737616, 0.48065383087843655, 0.4791162345930934, 0.5260242479159073, 0.47414352622221817, 0.48973822416229684, 0.49594303905286574, 0.48920987699858165, 0.5012094256010923, 0.47959565911780705, 0.48404248923063276]"
Acc,"[0.5400207900207901, 0.5400207900207901, 0.5654885654885655, 0.6287681912681913, 0.655535343035343, 0.6651507276507277, 0.6673596673596673, 0.6763253638253638, 0.6790540540540541, 0.6803534303534303, 0.6782744282744283, 0.6761954261954262, 0.680483367983368, 0.6802234927234927, 0.6847713097713097, 0.6868503118503119, 0.6878898128898129, 0.6871101871101871, 0.6921777546777547, 0.6959459459459459, 0.6926975051975052, 0.6956860706860707, 0.6993243243243243, 0.6908783783783784, 0.6990644490644491, 0.6982848232848233, 0.7012733887733887, 0.7007536382536382, 0.7069906444906445, 0.7119282744282744, 0.7128378378378378, 0.7146569646569647, 0.7182952182952183, 0.7238825363825364, 0.7246621621621622, 0.7286902286902287, 0.731029106029106, 0.7332380457380457, 0.7349272349272349, 0.7427234927234927, 0.7433731808731808, 0.7427234927234927, 0.7449324324324325, 0.7462318087318087, 0.7490904365904366, 0.7490904365904366, 0.7540280665280665, 0.7572765072765073, 0.7549376299376299, 0.7583160083160083, 0.7589656964656964, 0.7639033264033264, 0.7628638253638254, 0.7650727650727651, 0.7683212058212058, 0.7729989604989606, 0.7718295218295218, 0.7739085239085239, 0.7735187110187111, 0.7765072765072765, 0.7823544698544699, 0.7787162162162162, 0.7861226611226612, 0.7814449064449065, 0.786512474012474, 0.7843035343035343, 0.7901507276507277, 0.793918918918919, 0.79495841995842, 0.7974272349272349, 0.793918918918919, 0.7972972972972973, 0.8011954261954262, 0.8010654885654885, 0.803014553014553, 0.8095114345114345, 0.8049636174636174, 0.8106808731808732, 0.8150987525987526, 0.8122401247401247, 0.8153586278586279, 0.8201663201663202, 0.8227650727650727, 0.8252338877338877, 0.8275727650727651, 0.8317307692307693, 0.8305613305613305, 0.8319906444906445, 0.8347193347193347, 0.8349792099792099, 0.8405665280665281, 0.8390072765072765, 0.841995841995842, 0.8435550935550935, 0.8470634095634095, 0.8495322245322245, 0.84758316008316, 0.8495322245322245, 0.8509615384615384, 0.8516112266112266, 0.8504417879417879, 0.8565488565488566, 0.8565488565488566, 0.8599272349272349, 0.8614864864864865, 0.8592775467775468, 0.8588877338877339]","[0.5468181818181819, 0.5472727272727272, 0.6084090909090909, 0.6470454545454546, 0.6643181818181818, 0.6693181818181818, 0.6718181818181819, 0.6706818181818182, 0.6720454545454545, 0.6670454545454545, 0.6690909090909091, 0.6463636363636364, 0.6831818181818182, 0.6747727272727273, 0.665, 0.6754545454545454, 0.6725, 0.6675, 0.6788636363636363, 0.6861363636363637, 0.6772727272727272, 0.6856818181818182, 0.6815909090909091, 0.6843181818181818, 0.6904545454545454, 0.6770454545454545, 0.6904545454545454, 0.6936363636363636, 0.6870454545454545, 0.6947727272727273, 0.7022727272727273, 0.6986363636363636, 0.7059090909090909, 0.6981818181818182, 0.7020454545454545, 0.7125, 0.7047727272727272, 0.7090909090909091, 0.7056818181818182, 0.7145454545454546, 0.7143181818181819, 0.7170454545454545, 0.7209090909090909, 0.7247727272727272, 0.7279545454545454, 0.7140909090909091, 0.7202272727272727, 0.7252272727272727, 0.7240909090909091, 0.725, 0.7331818181818182, 0.7363636363636363, 0.7261363636363637, 0.7329545454545454, 0.7304545454545455, 0.7075, 0.7227272727272728, 0.735909090909091, 0.7406818181818182, 0.735, 0.7306818181818182, 0.7454545454545455, 0.7420454545454546, 0.7486363636363637, 0.735, 0.7452272727272727, 0.7504545454545455, 0.7490909090909091, 0.7515909090909091, 0.759090909090909, 0.7434090909090909, 0.7438636363636364, 0.7495454545454545, 0.7545454545454545, 0.7475, 0.7597727272727273, 0.7627272727272727, 0.7554545454545455, 0.7627272727272727, 0.7547727272727273, 0.7754545454545455, 0.7763636363636364, 0.7734090909090909, 0.7725, 0.7681818181818182, 0.7786363636363637, 0.7636363636363637, 0.7838636363636363, 0.7829545454545455, 0.7847727272727273, 0.7738636363636363, 0.7797727272727273, 0.7852272727272728, 0.7815909090909091, 0.7838636363636363, 0.7861363636363636, 0.7834090909090909, 0.785, 0.7836363636363637, 0.7647727272727273, 0.7890909090909091, 0.7847727272727273, 0.7725, 0.7825, 0.7804545454545454, 0.7881818181818182, 0.7877272727272727]"
